Sexo;Categoria;Deporte;F.Nacimiento;Nombre_Equipo;Temporada;Municipio;C.P.;Competicion;Instalacion;Distrito
FEMENINO;ALEVIN                                            ;ATLETISMO                                         ;24/03/2009;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;ALEVIN                                            ;ATLETISMO                                         ;20/09/2011;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;ALEVIN                                            ;ATLETISMO                                         ;26/12/2010;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;ALEVIN                                            ;ATLETISMO                                         ;20/04/2010;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;ALEVIN                                            ;ATLETISMO                                         ;25/04/2010;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;15/10/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;19/01/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;23/10/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;06/09/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;18/02/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;01/02/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;06/07/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;01/04/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;13/03/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;17/01/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;15/02/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;12/06/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;01/07/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;09/03/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;05/07/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;14/11/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;10/02/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;26/05/2007;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;23/03/2008;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;02/03/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;04/05/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;15/08/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;14/01/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;05/05/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;03/01/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;20/05/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;07/10/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;20/10/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;27/01/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;30/03/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;22/10/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;02/01/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;18/08/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;05/12/2006;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;02/02/2005;ESCUELA MUNICIPAL VALLEHERMOSO ATLETISMO          ;2020;MADRID                                            ;28003;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;22/02/2008;COLEGIO SAN PATRICIO ATLETISMO                    ;2020;Madrid                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;04/07/2007;COLEGIO SAN PATRICIO ATLETISMO                    ;2020;Madrid                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;21/12/2007;COLEGIO SAN PATRICIO ATLETISMO                    ;2020;Madrid                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;ATLETISMO                                         ;04/01/2007;COLEGIO SAN PATRICIO ATLETISMO                    ;2020;Madrid                                            ;28002;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;18/10/2006;COLEGIO SAN PATRICIO ATLETISMO                    ;2020;Madrid                                            ;28109;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;02/10/2006;COLEGIO SAN PATRICIO ATLETISMO                    ;2020;Madrid                                            ;28109;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;CADETE                                            ;ATLETISMO                                         ;27/09/2006;COLEGIO SAN PATRICIO ATLETISMO                    ;2020;Madrid                                            ;28109;JUEGOS DEPORTIVOS MUNICIPALES                     ;NTRA SRA DE LAS VICTORIAS                         ;CHAMBERI                 
FEMENINO;INFANTIL                                          ;TENIS                                             ;14/04/2008;FERNANDO MARTIN                                   ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;INFANTIL                                          ;TENIS                                             ;07/01/2007;FERNANDO MARTIN                                   ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;06/07/2007;FERNANDO MARTIN                                   ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;11/12/2005;FERNANDO MARTIN                                   ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;02/06/2007;FERNANDO MARTIN                                   ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;ALEVIN                                            ;TENIS                                             ;23/06/2009;CLUB DEPORTIVO ALBORÁN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;ALEVIN                                            ;TENIS                                             ;25/02/2009;CLUB DEPORTIVO ALBORÁN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;ALEVIN                                            ;TENIS                                             ;21/03/2009;CLUB DEPORTIVO ALBORÁN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;ALEVIN                                            ;TENIS                                             ;22/05/2009;CLUB DEPORTIVO ALBORÁN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;INFANTIL                                          ;TENIS                                             ;12/04/2008;CLUB DEPORTIVO ALBORÁN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;23/01/2006;CLUB DEPORTIVO ALBORAN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;08/02/2005;CLUB DEPORTIVO ALBORAN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;07/02/2006;CLUB DEPORTIVO ALBORAN                            ;2020;Madrid                                            ;28017;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;ALEVIN                                            ;SALVAMENTO Y SOCORRISMO                           ;09/12/2009;CDM A. GOYENECHE                                  ;2020;ARAVACA                                           ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;INFANTIL                                          ;SALVAMENTO Y SOCORRISMO                           ;16/02/2008;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;INFANTIL                                          ;SALVAMENTO Y SOCORRISMO                           ;11/01/2007;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;SALVAMENTO Y SOCORRISMO                           ;22/03/2005;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;SALVAMENTO Y SOCORRISMO                           ;08/03/2005;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;SALVAMENTO Y SOCORRISMO                           ;07/05/2006;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;SALVAMENTO Y SOCORRISMO                           ;13/10/2005;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;SALVAMENTO Y SOCORRISMO                           ;07/12/2005;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;SALVAMENTO Y SOCORRISMO                           ;21/06/2005;CDM A. GOYENECHE                                  ;2020;MADRID                                            ;28023;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;INFANTIL                                          ;TENIS                                             ;06/05/2008;LA BOMBILLA                                       ;2020;MADRID                                            ;28008;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;24/11/2006;LA BOMBILLA                                       ;2020;                                                  ;     ;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;11/10/2006;LA BOMBILLA                                       ;2020;                                                  ;     ;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
FEMENINO;CADETE                                            ;TENIS                                             ;07/10/2006;LA BOMBILLA                                       ;2020;                                                  ;     ;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;15/05/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;29/12/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;30/05/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;26/07/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;04/07/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;31/03/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;25/06/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;21/08/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;28/10/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;24/06/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;31/01/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;30/01/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;08/05/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;21/06/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;09/10/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;20/12/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;27/04/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;03/05/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;04/06/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;24/09/2014;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;PREBENJAMIN                                       ;AJEDREZ                                           ;21/08/2013;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28040;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;20/08/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;09/11/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;15/01/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;07/06/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;03/04/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;20/11/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;14/01/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;08/04/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;30/11/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;09/03/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;23/06/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
